Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,PA,AB,BA,OBP,SLG,OPS,ISO,K%,BB%,K/BB,HR%,R/G,AB/HR,BABIP,OutRate,WOBA,SB%
1026,1299974400,H. Klotz,Hunter Klotz,Klotz,Hunter,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,2,34,9,8,.250,.333,.250,.583,.000,11.1%,11.1%,1.00,0.0%,0.50,-,.286,71.4%,.274,-
1026,1192665088,A. Neuweg,Austin Neuweg,Neuweg,Austin,3B,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,3,20,12,12,.250,.250,.500,.750,.250,33.3%,0.0%,-,8.3%,0.67,12.00,.286,71.4%,.317,-
1026,1303786240,C. Robinson,Corey Robinson,Robinson,Corey,OF,Stetson University,STET,730261504,Stetson,BBC,R,R,2,33,9,8,.250,.333,.375,.708,.125,44.4%,11.1%,4.00,0.0%,0.50,-,.500,50.0%,.315,-
1026,1342170114,T. Russell,Tristan Russell,Russell,Tristan,UTL,University of New Mexico,UNM,730153472,New Mexico,BBC,S,R,3,40,10,8,.250,.400,.625,1.025,.375,30.0%,10.0%,3.00,10.0%,1.33,8.00,.250,75.0%,.434,-
1026,1162300160,R. Robinett,Reese Robinett,Robinett,Reese,1B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,2,28,9,8,.250,.333,.375,.708,.125,33.3%,11.1%,3.00,0.0%,0.00,-,.400,60.0%,.315,-
1026,1102896384,J. Bullard,Jake Bullard,Bullard,Jake,1B,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,2,41,9,8,.250,.333,.250,.583,.000,11.1%,11.1%,1.00,0.0%,0.50,-,.286,57.1%,.274,-
1026,1559287645,P. McLellan,Patrick McLellan,McLellan,Patrick,3B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,2,43,10,8,.250,.400,.375,.775,.125,20.0%,0.0%,-,0.0%,0.50,-,.333,66.7%,.359,-
1026,1738249858,M. Thomas,Matthew Thomas,Thomas,Matthew,RF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,2,24,9,8,.250,.333,.750,1.083,.500,11.1%,11.1%,1.00,11.1%,1.00,8.00,.167,83.3%,.442,-
1026,1885561482,S. Yamaguchi,Sean Yamaguchi,Yamaguchi,Sean,3B,University of Nevada,NEV,4784,Nevada,BBC,R,R,2,23,8,8,.250,.250,.250,.500,.000,25.0%,0.0%,-,0.0%,0.50,-,.333,66.7%,.222,-
1026,1563728805,A. Kelsey,Alex Kelsey,Kelsey,Alex,CF,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,3,48,14,12,.250,.357,.333,.690,.083,7.1%,14.3%,0.50,0.0%,0.00,-,.273,63.6%,.316,0.0%
1026,1342166930,C. Niehaus,Charlie Niehaus,Niehaus,Charlie,SS,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,2,48,10,8,.250,.400,.375,.775,.125,50.0%,20.0%,2.50,0.0%,1.00,-,.667,33.3%,.353,100.0%
1026,1888758995,V. Samuel,Vincent Samuel,Samuel,Vincent,3B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,2,30,9,8,.250,.333,.750,1.083,.500,22.2%,11.1%,2.00,11.1%,0.50,8.00,.200,80.0%,.442,-
1026,1244314523,T. Spees,Trey Spees,Spees,Trey,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,3,40,13,12,.250,.308,.333,.641,.083,30.8%,0.0%,-,0.0%,0.67,-,.375,62.5%,.289,-
1026,1417547191,G. Watkins,Grant Watkins,Watkins,Grant,1B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,3,60,14,12,.250,.357,.833,1.190,.583,21.4%,14.3%,1.50,14.3%,1.33,6.00,.143,71.4%,.479,-
1026,1276277221,M. Cash,Matthew Cash,Cash,Matthew,3B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,2,38,9,4,.250,.625,.250,.875,.000,22.2%,44.4%,0.50,0.0%,1.00,-,.500,50.0%,.459,-
1026,1389952752,D. Lina,Dylan Lina,Lina,Dylan,3B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,2,30,10,8,.250,.300,.375,.675,.125,10.0%,0.0%,-,0.0%,0.00,-,.250,75.0%,.287,-
1026,1569551095,C. Daniel,Conlan Daniel,Daniel,Conlan,CF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,2,37,9,8,.250,.333,.500,.833,.250,22.2%,11.1%,2.00,0.0%,1.00,-,.333,50.0%,.352,100.0%
1026,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,2,42,9,8,.250,.333,.375,.708,.125,22.2%,11.1%,2.00,0.0%,0.50,-,.333,50.0%,.315,-
1026,1119106753,D. Curiel,Derek Curiel,Curiel,Derek,LF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,2,34,9,8,.250,.222,.250,.472,.000,33.3%,0.0%,-,0.0%,0.50,-,.333,50.0%,.197,100.0%
1026,1513501382,C. Norton,Cade Norton,Norton,Cade,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,3,39,12,4,.250,.667,1.000,1.667,.750,8.3%,16.7%,0.50,8.3%,1.33,4.00,.000,100.0%,.588,100.0%
1026,1949676819,G. Salva,Guriyandel Salva,Salva,Guriyandel,SS,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,2,31,9,8,.250,.333,.250,.583,.000,22.2%,11.1%,2.00,0.0%,0.00,-,.333,66.7%,.274,-
1026,1021136352,H. Denny,Hogan Denny,Denny,Hogan,RF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,3,61,13,8,.250,.538,.250,.788,.000,0.0%,30.8%,0.00,0.0%,0.67,-,.250,62.5%,.407,0.0%
1026,1342169263,P. Gillen,Patrick Gillen,Gillen,Patrick,3B,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,4,53,17,16,.250,.294,.313,.607,.063,0.0%,5.9%,0.00,0.0%,1.00,-,.250,62.5%,.271,-
1026,1360833541,N. Coy,Noah Coy,Coy,Noah,2B,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,2,33,9,4,.250,.556,.250,.806,.000,0.0%,33.3%,0.00,0.0%,1.00,-,.200,80.0%,.412,100.0%
1026,1734858759,B. French,Blaine French,French,Blaine,RF,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,3,32,10,8,.250,.400,.375,.775,.125,20.0%,10.0%,2.00,0.0%,0.00,-,.333,66.7%,.356,-
1026,1280636850,A. Singer,AJ Singer,Singer,AJ,2B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,2,31,9,8,.250,.333,.250,.583,.000,33.3%,11.1%,3.00,0.0%,1.00,-,.400,60.0%,.274,100.0%
1026,1199226219,B. Leonard,Brayden Leonard,Leonard,Brayden,2B,Villanova University,VILL,730278400,Villanova,BBC,R,R,2,31,9,8,.250,.333,.250,.583,.000,11.1%,11.1%,1.00,0.0%,0.50,-,.286,71.4%,.274,100.0%
1026,1071999889,M. Ross,Max Ross,Ross,Max,RF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,3,52,13,8,.250,.538,.250,.788,.000,7.7%,23.1%,0.33,0.0%,0.67,-,.286,71.4%,.409,-
1026,1713462882,A. Lopez,Augie Lopez,Lopez,Augie,P,University of Southern California,USC,5047,USC,BBC,L,R,2,28,8,8,.250,.250,.500,.750,.250,37.5%,0.0%,-,0.0%,0.50,-,.400,60.0%,.313,-
1026,1165397757,A. Dougherty,Aidan Dougherty,Dougherty,Aidan,LF,University of Washington,WASH,3110,Washington,BBC,R,R,2,29,7,4,.250,.571,.250,.821,.000,14.3%,28.6%,0.50,0.0%,0.00,-,.333,66.7%,.430,-
1026,1083731007,J. Lemm,Johnny Lemm,Lemm,Johnny,C,University of Alabama,ALA,730206976,Alabama,BBC,L,R,3,51,13,8,.250,.462,.250,.712,.000,0.0%,23.1%,0.00,0.0%,0.67,-,.222,77.8%,.353,-
1026,1500019535,C. Holmes,Christian Holmes,Holmes,Christian,3B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,2,33,8,8,.250,.250,.250,.500,.000,62.5%,0.0%,-,0.0%,0.50,-,.667,33.3%,.222,-
1026,1750819940,M. Bell,Mikey Bell,Bell,Mikey,RF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,2,12,9,8,.250,.333,.375,.708,.125,0.0%,11.1%,0.00,0.0%,0.00,-,.250,75.0%,.315,-
1026,1248569378,G. Hunter,Grant Hunter,Hunter,Grant,RF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,2,19,8,8,.250,.250,.375,.625,.125,50.0%,0.0%,-,0.0%,0.50,-,.500,50.0%,.267,-
1026,1968991292,M. Conte,Matt Conte,Conte,Matt,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,2,37,8,4,.250,.625,.500,1.125,.250,12.5%,50.0%,0.25,0.0%,0.50,-,.333,66.7%,.505,-
1026,1342168158,J. Best,Justin Best,Best,Justin,RF,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,2,35,9,8,.250,.333,.375,.708,.125,44.4%,11.1%,4.00,0.0%,0.00,-,.500,50.0%,.315,-
1026,1167500909,M. Kosuda,Mathew Kosuda,Kosuda,Mathew,2B,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,3,50,12,12,.250,.250,.250,.500,.000,75.0%,0.0%,-,0.0%,0.00,-,1.000,0.0%,.222,-
1026,1031592629,E. Wilson,Ethan Wilson,Wilson,Ethan,CF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,3,38,14,12,.250,.357,.583,.940,.333,14.3%,0.0%,-,7.1%,0.33,12.00,.222,77.8%,.401,-
1026,1899797393,L. Beaver,Landon Beaver,Beaver,Landon,1B,UAB,UAB,730345984,UAB,BBC,L,R,3,41,12,8,.250,.417,.250,.667,.000,8.3%,16.7%,0.50,0.0%,0.33,-,.250,75.0%,.325,100.0%
1026,1474632051,L. Rice,Lew Rice,Rice,Lew,CF,Creighton University,CREI,730243840,Creighton,BBC,L,R,3,52,14,12,.250,.357,.333,.690,.083,14.3%,7.1%,2.00,0.0%,1.00,-,.300,70.0%,.318,0.0%
1026,1981841644,L. Mensik,Landon Mensik,Mensik,Landon,2B,Xavier University,XAV,5464,Xavier,BBC,R,R,3,58,14,12,.250,.357,.500,.857,.250,28.6%,7.1%,4.00,7.1%,1.00,12.00,.286,71.4%,.373,-
1026,1461411282,B. Jefferis,Brayden Jefferis,Jefferis,Brayden,RF,University of Michigan,MICH,2290,Michigan,BBC,L,R,2,47,10,8,.250,.400,.250,.650,.000,20.0%,20.0%,1.00,0.0%,0.50,-,.333,66.7%,.317,0.0%
1026,1557937217,S. Alford,Seth Alford,Alford,Seth,SS,University of North Florida,UNF,730296832,North Florida,BBC,R,R,2,27,8,8,.250,.250,.750,1.000,.500,25.0%,0.0%,-,12.5%,1.00,8.00,.200,80.0%,.410,-
1026,1660722588,P. Brzustewicz,Parker Brzustewicz,Brzustewicz,Parker,1B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,2,44,10,8,.250,.333,.250,.583,.000,40.0%,10.0%,4.00,0.0%,1.00,-,.500,50.0%,.274,-
1026,1337960917,G. Licciardi,Giovanni Licciardi,Licciardi,Giovanni,2B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,2,21,8,8,.250,.250,.250,.500,.000,12.5%,0.0%,-,0.0%,0.00,-,.286,71.4%,.222,-
1026,1342168215,B. Timmons,Blake Timmons,Timmons,Blake,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,1,35,7,4,.250,.571,.500,1.071,.250,28.6%,42.9%,0.67,0.0%,3.00,-,.500,50.0%,.478,-
1026,1946726606,C. Tabor,Cole Tabor,Tabor,Cole,2B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,1,17,4,4,.250,.250,.250,.500,.000,25.0%,0.0%,-,0.0%,1.00,-,.333,66.7%,.222,-
1026,1890491822,J. Campbell,Jay Campbell,Campbell,Jay,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,3,19,10,8,.250,.400,.375,.775,.125,10.0%,20.0%,0.50,0.0%,0.33,-,.286,71.4%,.353,-
1026,1255759253,J. Myers,Jack Myers,Myers,Jack,2B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,3,46,14,12,.250,.308,.250,.558,.000,21.4%,0.0%,-,0.0%,0.00,-,.333,66.7%,.261,-
1026,1342170185,J. Connolly,Joe Connolly,Connolly,Joe,CF,Western Illinois University,WIU,730370560,Western Illinois,BBC,S,R,3,57,14,12,.250,.357,.333,.690,.083,35.7%,14.3%,2.50,0.0%,0.33,-,.429,57.1%,.316,100.0%
1026,1233399193,J. Moran,JJ Moran,Moran,JJ,3B,Stanford University,STAN,730251264,Stanford,BBC,R,R,2,24,9,8,.250,.333,.250,.583,.000,11.1%,11.1%,1.00,0.0%,1.50,-,.286,71.4%,.274,100.0%
1026,1697083569,R. Waite,Ryker Waite,Waite,Ryker,SS,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,R,2,42,9,8,.250,.333,.625,.958,.375,44.4%,11.1%,4.00,11.1%,0.50,8.00,.333,66.7%,.401,-
1026,1823611794,C. Richter,Colin Richter,Richter,Colin,RF,Monmouth University,MONM,4164,Monmouth,BBC,L,L,3,55,12,8,.250,.500,.375,.875,.125,16.7%,16.7%,1.00,0.0%,0.67,-,.333,66.7%,.416,50.0%
1026,1845411367,G. Teunissen,Garrett Teunissen,Teunissen,Garrett,IF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,2,39,9,8,.250,.333,.250,.583,.000,22.2%,0.0%,-,0.0%,1.00,-,.333,66.7%,.278,100.0%
1026,1292246185,G. Wuerth,Gabriel Wuerth,Wuerth,Gabriel,IF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,2,12,8,4,.250,.571,1.000,1.571,.750,25.0%,0.0%,-,12.5%,1.00,4.00,.000,100.0%,.601,-
1026,1122605512,L. White,Landon White,White,Landon,3B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,2,12,8,8,.250,.250,.250,.500,.000,25.0%,0.0%,-,0.0%,0.00,-,.333,66.7%,.222,-
1026,1080627061,L. Lowe,Landon Lowe,Lowe,Landon,IF,Bradley University,BRAD,730253312,Bradley,BBC,R,R,2,22,9,8,.250,.333,.250,.583,.000,55.6%,11.1%,5.00,0.0%,0.50,-,.667,33.3%,.274,100.0%
1026,1114534970,D. Coleman,Dylan Coleman,Coleman,Dylan,IF,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,3,37,13,12,.250,.308,.500,.808,.250,23.1%,7.7%,3.00,0.0%,0.67,-,.333,66.7%,.340,-
1026,1145054093,J. Relaford,Jevin Relaford,Relaford,Jevin,SS,University of South Florida,USF,2292,South Florida,BBC,R,R,2,30,8,4,.250,.571,.750,1.321,.500,0.0%,25.0%,0.00,0.0%,1.00,-,.250,75.0%,.529,100.0%
1026,1484304848,A. Swader,AJ Swader,Swader,AJ,1B,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,3,42,13,12,.250,.308,.250,.558,.000,7.7%,7.7%,1.00,0.0%,0.33,-,.273,72.7%,.258,-
1026,1943833587,P. Bigby,Paxton Bigby,Bigby,Paxton,1B,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,2,47,8,4,.250,.625,1.000,1.625,.750,12.5%,50.0%,0.25,12.5%,1.00,4.00,.000,100.0%,.602,-
1026,1174863734,J. Campos,Josh Campos,Campos,Josh,OF,Liberty University,LIB,730156288,Liberty,BBC,R,L,2,29,8,8,.250,.250,.375,.625,.125,25.0%,0.0%,-,0.0%,0.00,-,.333,50.0%,.267,-
1026,1705648457,C. Ferraro,Caden Ferraro,Ferraro,Caden,TWP,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,2,27,8,8,.250,.250,.250,.500,.000,37.5%,0.0%,-,0.0%,0.00,-,.400,60.0%,.222,-
1026,1965301376,T. Murray,Tarris Murray,Murray,Tarris,OF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,2,31,9,8,.250,.333,.250,.583,.000,22.2%,11.1%,2.00,0.0%,0.00,-,.333,66.7%,.274,-
1026,1520829558,C. Reid,CJ Reid,Reid,CJ,IF,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,3,22,13,12,.250,.308,.333,.641,.083,23.1%,7.7%,3.00,0.0%,0.33,-,.333,66.7%,.286,50.0%
1026,1352215397,T. LeBlanc,Tyson LeBlanc,LeBlanc,Tyson,IF,University of Kansas,KU,730360064,Kansas,BBC,R,R,2,30,9,8,.250,.333,.500,.833,.250,33.3%,0.0%,-,0.0%,0.50,-,.400,60.0%,.355,-
1026,1617091128,H. Ham,Hunter Ham,Ham,Hunter,3B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,2,43,10,8,.250,.400,.250,.650,.000,20.0%,20.0%,1.00,0.0%,0.50,-,.333,66.7%,.317,-
1026,1533926380,M. Mennecke,Mark Mennecke,Mennecke,Mark,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,2,40,9,8,.250,.333,.375,.708,.125,22.2%,0.0%,-,0.0%,0.50,-,.333,66.7%,.318,-
1026,1628805426,B. Harper,Boaz Harper,Harper,Boaz,IF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,S,R,2,28,8,8,.250,.250,.250,.500,.000,37.5%,0.0%,-,0.0%,0.00,-,.400,60.0%,.222,-
1026,1288381360,R. Manale,Ryder Manale,Manale,Ryder,3B,Seattle University,SEA,4504,Seattle,BBC,S,R,2,41,9,8,.250,.333,.375,.708,.125,22.2%,0.0%,-,0.0%,0.50,-,.333,66.7%,.318,-
1026,1833173210,A. Ross,Ashton Ross,Ross,Ashton,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,4,55,15,12,.250,.400,.333,.733,.083,6.7%,13.3%,0.50,0.0%,0.75,-,.273,72.7%,.343,100.0%
1026,1726578473,D. Grabowski,Dylan Grabowski,Grabowski,Dylan,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,2,31,8,8,.250,.250,.375,.625,.125,25.0%,0.0%,-,0.0%,0.50,-,.333,66.7%,.267,-
1026,1639582642,T. Smith,Trevor Smith,Smith,Trevor,OF,Washington State University,WSU,4505,Washington State,BBC,S,L,3,60,13,12,.250,.308,.250,.558,.000,15.4%,7.7%,2.00,0.0%,0.67,-,.300,70.0%,.258,100.0%
1026,1442991884,J. Williams,Jackson Williams,Williams,Jackson,UTL,Alabama State University,ALST,4765,Alabama State,BBC,R,R,3,33,12,12,.250,.250,.500,.750,.250,25.0%,0.0%,-,8.3%,1.00,12.00,.250,75.0%,.317,-
1026,1066535422,H. Snow,Hunter Snow,Snow,Hunter,OF,Baylor University,BAY,3033,Baylor,BBC,L,R,2,29,8,4,.250,.625,.500,1.125,.250,25.0%,37.5%,0.67,0.0%,0.50,-,.500,50.0%,.509,100.0%
1026,1628051754,T. Loughlin,Theo Loughlin,Loughlin,Theo,1B,Davidson College,DAV,730363136,Davidson,BBC,L,R,3,61,13,12,.250,.308,.333,.641,.083,53.8%,7.7%,7.00,0.0%,0.33,-,.600,40.0%,.286,100.0%
1026,1834874358,J. Hall,Jared Hall,Hall,Jared,1B,Elon University,ELON,730252544,Elon,BBC,L,L,3,69,16,12,.250,.438,.333,.771,.083,18.8%,25.0%,0.75,0.0%,1.00,-,.333,55.6%,.363,100.0%
1026,1605170964,M. Nolen,Marcus Nolen,Nolen,Marcus,OF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,2,29,9,8,.250,.222,.500,.722,.250,11.1%,0.0%,-,0.0%,1.00,-,.250,62.5%,.274,-
1026,1097150100,J. Stein,JD Stein,Stein,JD,IF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,2,40,9,8,.250,.333,.500,.833,.250,11.1%,0.0%,-,0.0%,0.50,-,.286,57.1%,.359,-
1026,1044839214,X. Baftiri,Ximi Baftiri,Baftiri,Ximi,IF,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,3,43,13,12,.250,.308,.333,.641,.083,7.7%,7.7%,1.00,0.0%,0.33,-,.273,72.7%,.286,-
1026,1914775796,T. Goldenetz,Trevor Goldenetz,Goldenetz,Trevor,OF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,2,48,10,8,.250,.400,.250,.650,.000,40.0%,20.0%,2.00,0.0%,0.50,-,.500,50.0%,.317,66.7%
1026,1146659749,J. Sloan,Jayden Sloan,Sloan,Jayden,OF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,2,43,10,8,.250,.400,.250,.650,.000,40.0%,20.0%,2.00,0.0%,2.00,-,.500,50.0%,.317,-
1026,1850381778,C. Camac,Chase Camac,Camac,Chase,OF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,2,29,8,8,.250,.250,.250,.500,.000,62.5%,0.0%,-,0.0%,0.50,-,.667,33.3%,.222,0.0%
1026,1441074172,J. Whitworth,JD Whitworth,Whitworth,JD,IF,Belmont University,BEL,730190336,Belmont,BBC,R,R,3,29,11,8,.250,.400,.250,.650,.000,9.1%,18.2%,0.50,0.0%,0.67,-,.286,71.4%,.317,-
1026,1723677520,N. Partida,Nico Partida,Partida,Nico,TWP,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,2,32,11,8,.250,.364,.625,.989,.375,18.2%,9.1%,2.00,9.1%,1.50,8.00,.167,83.3%,.394,-
1026,1967354531,J. Acosta,JP Acosta,Acosta,JP,IF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,S,R,3,49,12,8,.250,.455,.375,.830,.125,0.0%,25.0%,0.00,0.0%,0.00,-,.250,75.0%,.385,100.0%
1190,1287073536,A. Zorn,Adin Zorn,Zorn,Adin,LF,Duke University,DUKE,730336256,Duke,BBC,R,R,4,63,17,17,.235,.235,.412,.647,.176,5.9%,0.0%,-,5.9%,0.25,17.00,.200,73.3%,.276,-
1190,1820881284,C. Lockwood,Cole Lockwood,Lockwood,Cole,IF,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,R,4,41,18,17,.235,.235,.294,.529,.059,22.2%,0.0%,-,0.0%,0.25,-,.308,69.2%,.230,0.0%
1192,1162030592,C. Kurland,Cade Kurland,Kurland,Cade,2B,University of Florida,FLA,730168320,Florida,BBC,R,R,3,43,13,13,.231,.231,.462,.692,.231,23.1%,0.0%,-,7.7%,0.67,13.00,.222,66.7%,.292,0.0%
1192,1314887424,D. Burress,Drew Burress,Burress,Drew,CF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,3,50,15,13,.231,.333,.385,.718,.154,20.0%,6.7%,3.00,0.0%,0.67,-,.300,60.0%,.321,100.0%
1192,1116254208,C. Rogan,Charlie Rogan,Rogan,Charlie,1B,George Washington University,GW,730249216,George Washington,BBC,L,R,3,54,13,13,.231,.231,.692,.923,.462,15.4%,0.0%,-,15.4%,0.67,6.50,.111,88.9%,.380,-
1192,1165978624,Z. Von Schlegell,Zan Von Schlegell,Von Schlegell,Zan,3B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,3,42,14,13,.231,.286,.308,.593,.077,21.4%,0.0%,-,0.0%,0.67,-,.300,50.0%,.268,-
1192,1181573376,C. Grossington,Chazz Grossington,Grossington,Chazz,SS,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,3,49,13,13,.231,.231,.308,.538,.077,30.8%,0.0%,-,0.0%,0.67,-,.333,55.6%,.233,-
1192,1129234958,E. McNaughton,Ezra McNaughton,McNaughton,Ezra,P,Brigham Young University,BYU,730257152,BYU,BBC,L,R,3,47,14,13,.231,.286,.308,.593,.077,35.7%,7.1%,5.00,0.0%,0.00,-,.375,62.5%,.266,-
1192,1218907422,J. Hanley,Jake Hanley,Hanley,Jake,1B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,3,62,13,13,.231,.231,.308,.538,.077,7.7%,0.0%,-,0.0%,0.00,-,.250,75.0%,.233,-
1192,1593724959,D. Larkins,Dylan Larkins,Larkins,Dylan,RF,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,3,49,13,13,.231,.231,.231,.462,.000,30.8%,0.0%,-,0.0%,1.00,-,.333,55.6%,.205,100.0%
1192,1339859835,L. Akers,Landon Akers,Akers,Landon,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,3,46,13,13,.231,.231,.231,.462,.000,23.1%,0.0%,-,0.0%,0.33,-,.300,70.0%,.205,-
1192,1632945635,J. Head,John Paul Head,Head,John Paul,C,UAB,UAB,730345984,UAB,BBC,R,R,3,45,13,13,.231,.231,.385,.615,.154,30.8%,0.0%,-,0.0%,0.33,-,.333,66.7%,.261,-
1192,1193086391,W. Moore,Will Moore,Moore,Will,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,3,62,14,13,.231,.286,.308,.593,.077,35.7%,7.1%,5.00,0.0%,1.00,-,.375,50.0%,.266,-
1192,1342170780,T. Salinas,Tristan Salinas,Salinas,Tristan,IF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,3,52,14,13,.231,.286,.231,.516,.000,14.3%,7.1%,2.00,0.0%,0.33,-,.273,72.7%,.240,-
1192,1205495835,H. Meyer,Hunter Meyer,Meyer,Hunter,OF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,3,37,13,13,.231,.231,.231,.462,.000,15.4%,0.0%,-,0.0%,0.33,-,.273,63.6%,.205,-
1192,1651302036,H. St. Denis,Hunter St. Denis,St. Denis,Hunter,IF,University of Maine,ME,730275840,Maine,BBC,R,R,4,56,15,13,.231,.333,.231,.564,.000,20.0%,13.3%,1.50,0.0%,0.00,-,.300,70.0%,.270,-
1206,1197663488,J. Harvey,Jake Harvey,Harvey,Jake,C,University of Nevada,NEV,4784,Nevada,BBC,R,R,2,43,9,9,.222,.222,.556,.778,.333,22.2%,0.0%,-,11.1%,0.50,9.00,.167,83.3%,.324,-
1206,1207744768,B. Holt,Brennan Holt,Holt,Brennan,CF,University of Alabama,ALA,730206976,Alabama,BBC,L,R,3,36,11,9,.222,.273,.556,.828,.333,27.3%,9.1%,3.00,9.1%,1.00,9.00,.167,83.3%,.328,-
1206,1100524800,C. Johnson,Camden Johnson,Johnson,Camden,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,2,35,9,9,.222,.222,.222,.444,.000,22.2%,0.0%,-,0.0%,1.50,-,.286,71.4%,.197,100.0%
1206,1130203648,J. Zamora,Joseph Zamora,Zamora,Joseph,2B,Appalachian State University,APP,730240256,Appalachian State,BBC,S,R,3,66,14,9,.222,.500,.222,.722,.000,7.1%,21.4%,0.33,0.0%,1.33,-,.250,75.0%,.380,100.0%
1206,1243327232,K. Schmidt,Kent Schmidt,Schmidt,Kent,1B,Georgia Tech,GT,100,Georgia Tech,BBC,L,R,3,69,17,9,.222,.529,.333,.863,.111,5.9%,29.4%,0.20,0.0%,2.00,-,.222,77.8%,.416,-
1206,1299997952,W. Tippett,Will Tippett,Tippett,Will,SS,College of Charleston,COFC,730177792,College of Charleston,BBC,S,R,3,43,11,9,.222,.273,.444,.717,.222,45.5%,9.1%,5.00,0.0%,1.00,-,.400,60.0%,.291,-
